title,subtitle,author,prices,characteristics,description
Loue T2 meublé - refait à neuf - Nantes - Centre - Place Canclaux - 27m²,"Locations immobilières
Nantes (44100)",Olivier de Lachaux,"{'Loyer': '690 €', 'Charges locatives': '0 €', 'Total par mois': '690 €'}",{},"Chers Gens de Confiance,

Nous louons un appartement meublé refait à neuf en 2023 : vous serez le/la premier(e) locataire !

Électricité, chauffage, eau et internet compris dans les charges.

Au premier étage, traversant, il dispose d’une pièce de vie avec cuisine, bar, salon avec vue sur rue privée. Une chambre sur jardin et une salle d’eau/wc.

Appartement lumineux avec vues arborées.

Idéalement situé à quelques mètres de la place Canclaux, commerces, pharmacie, restaurants. Bus C1, C3 et 23 à quelques mètres.

Le ou la locataire n’aura qu’à poser ses affaires, puisque l’appartement est meublé.

Logement disponible immédiatement.

Place sécurisée pour vélo dans un garage partagé."
"Loue Beau T2 meublé - 32m², Nantes (44)","Locations immobilières
Nantes (44100)",**** ******,"{'Loyer': '785 €', 'Charges locatives': '30 €', 'Total par mois': '815 €'}",{},"Chers Gens de Confiance,

Beau T2 qui vient tout juste d’être rénové à neuf et entièrement meublé dans une copropriété standing.

Très bien placé, bus C3 à 1min à pied, nombreux commerces à proximité et parc de Procé à 300 mètres.

L’appartement (2ème étage) est très calme car donne sur l’arrière de l’immeuble. Sans vis-à-vis avec balcon.

Surface : 32m² Carrez.
DPE : D
GES : A

Il est composé de la manière suivante :
•Entrée avec grand placard ;
•Salle d’eau avec douche, meuble vasque ;
•Chambre très calme avec penderie ;
•WC séparés ;
•Pièce-principale avec canapé, table basse, commode ;
•Cuisine américaine entièrement équipée : réfrigérateur, plaques, four, lave-linge, nombreux rangements, ustensiles de cuisine et vaisselle.

Place de stationnement privative.

Libre immédiatement."
"Loue maison T1 bis côté pavée demoiselles - 30m², Toulouse (31)","Locations immobilières
Toulouse (31400)",**** ******,"{'Loyer': '800 €', 'Charges locatives': '0 €', 'Total par mois': '800 €'}",{},"Loue maison T1 bis de 30m² entièrement meublée et équipée rue Perrey 31400 Toulouse
Maison individuelle non mitoyenne entre st Exupery et Jean Rieux
Séjour, coin nuit, cuisine équipée (réfrigérateur congélateur, lave vaisselle, plaque induction, four multifonctions, lave linge sèche linge)
Cabanon de rangement dans le jardin
Chauffage individuel au gaz
Libre le 17 mars
Loyer 800€ hors elec eau et gaz
Garantie VISALE demandée
Envoi de la vidéo par Whatsapp sur demande"
Loue Studio meublé 31m² 5mn à pied RER La Hacquinière - Bures-sur-Yvette (91),"Locations immobilières
Bures-sur-Yvette (91440)",**** ******,"{'Loyer': '800 €', 'Charges locatives': '150 €', 'Total par mois': '950 €'}",{},"Chers Gens de Confiance,

Studio meublé de 31m² indépendant et de plain-pied sur jardin sans vis-à-vis, disposant de :
- 1 grande pièce à vivre salon/salle à manger avec coin bureau et cuisine ouverte,
- 1 grande salle de bain avec rangements, douche et WC,
- 1 entrée avec grand placard,
- 1 petite terrasse (privée) et jardin (en commun).

Équipements :
- Cuisine équipée : vaisselle, cafetière, grille-pain, réfrigérateur/congélateur, plaques, hotte, four, micro-ondes, lave-vaisselle,
- Séjour Télévision LCD(TNT), canapé convertible double en 160cm (matelas de qualité supérieure),
- Lave-linge, sèche-linge,
- Wifi Haut Débit Fibre.

NON-FUMEUR

- à 5mn à pied du RER B « La Hacquinière » ou « Bures sur Yvette »,
- à 3mn à pied d’un petit supermarché, coiffeur, pharmacie, magasin Bio,
- à 5mn à pied du centre-ville de Bures sur Yvette et de tous ses commerces,
- au cœur du pôle scientifique d’Orsay et des Grandes écoles,
- à proximité immédiate des zones d’activités des Ulis-Courtaboeuf, de Massy-Palaiseau et du Plateau de Saclay, Grand Paris,
- à 35mn du cœur de Paris grâce au RER B,

Autres photos sur demande.
Disponible à partir du 15 Mars 2024
Loyer : 950€/mois toutes charges incluses (y compris taxe et assurance habitation)
Dépôt de Garantie : 950€

Inclus :
- Draps, serviettes de toilette et peignoirs,
- Torchons, nappe, sets de table,
- Aspirateur, fer et planche à repasser, sèche-cheveux,
- Salon de jardin et transats aux beaux jours,
- Parking gratuit dans la rue."
Loue maison 228m² côte pavée Toulouse - 4 chambres,"Locations immobilières
Toulouse (31500)",Isabelle d’Arodes,"{'Loyer': '2\u202f480 €', 'Charges locatives': '100 €', 'Total par mois': '2\u202f580 €'}",{},"Grande maison spacieuse de 228m², bel agencement en face de l’école du Caousous, exposée au sud, à 10 mn à pied du centre ville, avec une grande terrasse arborée et une cour extérieure, Belle luminosité, maison entièrement rénovée. Garage.
Idéale pour une famille et/ou une activité libérale."
"Loue Chambre avec salle de bains privative au cœur de Rennes - 12 chambres, 15m²","Locations immobilières
Rennes (35000)",Thibault Cartier,"{'Loyer': '635 €', 'Charges locatives': '130 €', 'Total par mois': '765 €'}",{},"Vivez la grande expérience du Coliving avec KenavHome !

Le Coliving, c’est un tout nouveau mode de vie en communauté, qui offre en supplément le confort, l’autonomie et l’intimité d’une chambre privative disposant de sa propre salle de bains et de ses propres WC.

Venez poser vos valises dans une somptueuse maison située rue de la Bascule, en plein centre-ville de Rennes. Idéalement situé, à quelques minutes à pied des commerces et des transports en commun (bus et métro) notre Coliving propose 12 chambres indépendantes entièrement meublées et décorées avec goût disposant chacune d’une salle de bain privative.
Au niveau du cadre de vie, la maison de 275m², entièrement rénovée en 2023, dispose d’un grand jardin avec terrasse couverte et de nombreux espaces communs, spacieux et soigneusement meublés et décorés :

🛋 Magnifique séjour / salle à manger
👨‍🍳 Grande cuisine toute équipée (tout l’électroménager est doublé)
💪 Salle de sport avec machines de fitness/musculation
🎞 Salle de cinéma avec vidéoprojecteur et console de jeux
🏕 Jardin avec BBQ et mobilier de jardin
🧼 Buanderie (2 machines à laver et 2 sèche-linge)
🅿 Stationnement facile dans la rue ou devant la maison

Chacune des 12 chambres comprend une salle de bains privative pour davantage de confort et d’intimité. Vous y trouverez un espace nuit aménagé (lit double, matelas, couette, oreillers), un bureau et un dressing. La salle de bains se compose d’une douche avec paroi vitrée, d’un meuble vasque, de WC et d’un sèche serviettes.

Le loyer (entre 665€ et 865 € selon la chambre) est ALL INCLUSIVE et comprend de nombreux services :
🔌 Eau, électricité, gaz
📡 Connexion internet (fibre)
🖋️ Assurance habitation
🧹 Ménage des parties communes toutes les semaines, entretien et maintenance
🎶 Abonnement Netflix
🎮 Console et jeux vidéos
🎙️ Animations avec la communauté KenavHome (livraison de repas à cuisiner, afterworks, sorties)
💬 Un interlocuteur à l’écoute, dédié et réactif pour vous faciliter le quotidien dans votre logement

Vous souhaitez vivre une expérience unique, alliant confort, intimité et convivialité, tout en faisant la rencontre d’une communauté de personnes provenant de tous horizons ?
N’hésitez pas à nous contacter ou à aller faire un tour sur notre site internet pour accéder à plus d’infos et faire une demande de réservation en ligne. Notre équipe vous recontacte dans les plus brefs délais pour vous proposer un échange en visio afin de faire le point sur votre besoin et vous proposer la chambre de vos rêves.

Infos pratiques :
- DPE réalisé le 03/07/2023 : C
- Bail individuel
- Logement éligible aux APL
- Aucun frais d’agence
- Dépôt de garantie égal à un mois de loyer charges comprises
- Préavis de départ : 1 mois

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://***********.fr ."
"Loue logement meublé en Coliving - 8 chambres, 15m², Rennes (35)","Locations immobilières
Rennes (35700)",Thibault Cartier,"{'Loyer': '550 €', 'Charges locatives': '115 €', 'Total par mois': '665 €'}",{},"Vivez la grande expérience du Coliving avec KenavHome !

Le Coliving, c’est un tout nouveau mode de vie flexible dans lequel tout est inclus, des charges aux services en passant par des prestations telles que des abonnements et des expériences au sein de la communauté KenavHome.

Venez poser vos valises dans une somptueuse maison située boulevard de Vitré, à proximité du centre-ville de Rennes. Idéalement situé, à quelques minutes à pied des commerces et des transports en commun (bus et métro) notre Coliving propose 8 chambres indépendantes entièrement meublées et décorées avec goût disposant chacune d’une salle de bain privative.
Au niveau du cadre de vie, la maison de 170m², entièrement rénovée en 2022, dispose d’un grand jardin avec terrasse couverte et de nombreux espaces communs, spacieux et soigneusement meublés et décorés :

🛋 Magnifique séjour / salle à manger
👨‍🍳 Grande cuisine toute équipée (tout l’électroménager est doublé)
💪 Salle de sport avec machines de fitness/musculation
🎞 Salle de cinéma avec vidéoprojecteur et console de jeux
🏕 Jardin avec BBQ et mobilier de jardin
🧼 Buanderie (2 machines à laver et 2 sèche-linge)
🅿 Stationnement facile dans la rue ou devant la maison

Chacune des 8 chambres comprend une salle de bains privative pour davantage de confort et d’intimité. Vous y trouverez un espace nuit aménagé (lit double, matelas, couette, oreillers), un bureau et un dressing. La salle de bains se compose d’une douche avec paroi vitrée, d’un meuble vasque, de WC et d’un sèche serviettes.

Le loyer (entre 665€ et 865 € selon la chambre) est ALL INCLUSIVE et comprend de nombreux services :
🔌 Eau, électricité, gaz
📡 Connexion internet (fibre)
🖋️ Assurance habitation
🧹 Ménage des parties communes toutes les semaines, entretien et maintenance
🎶 Abonnement Netflix
🎮 Console et jeux vidéos
🎙️ Animations avec la communauté KenavHome (livraison de repas à cuisiner, afterworks, sorties)
💬 Un interlocuteur à l’écoute, dédié et réactif pour vous faciliter le quotidien dans votre logement

Vous souhaitez vivre une expérience unique, alliant confort, intimité et convivialité, tout en faisant la rencontre d’une communauté de personnes provenant de tous horizons ?
N’hésitez pas à nous contacter ou à aller faire un tour sur notre site internet pour accéder à plus d’infos et faire une demande de réservation en ligne. Notre équipe vous recontacte dans les plus brefs délais pour vous proposer un échange en visio afin de faire le point sur votre besoin et vous proposer la chambre de vos rêves.

Infos pratiques :
- DPE réalisé le 28/06/2022 : D
- Bail individuel
- Logement éligible aux APL
- Aucun frais d’agence
- Dépôt de garantie égal à un mois de loyer charges comprises
- Préavis de départ : 1 mois

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www . georisques.gouv.fr."
"Loue Studio privatif au cœur de Rennes - 11 chambres, 15m²","Locations immobilières
Rennes (35000)",Thibault Cartier,"{'Loyer': '600 €', 'Charges locatives': '165 €', 'Total par mois': '765 €'}",{},"Vivez la grande expérience du Coliving avec KenavHome !

Venez poser vos valises dans une somptueuse maison située rue Jean Ogée, en plein centre-ville de Rennes. Idéalement situé, à quelques minutes à pied des commerces et des transports en commun (bus et métro) notre Coliving propose 11 chambres indépendantes entièrement meublées et décorées avec goût disposant chacune d’une salle de bain privative.
Au niveau du cadre de vie, la maison de 275m², entièrement rénovée en 2022, dispose d’un grand jardin avec terrasse couverte et de nombreux espaces communs, spacieux et soigneusement meublés et décorés :

🛋 Magnifique séjour / salle à manger
👨‍🍳 Grande cuisine toute équipée (tout l’électroménager est doublé)
💪 Salle de sport avec machines de fitness/musculation
🎞 Salle de cinéma avec vidéoprojecteur et console de jeux
🏕 Jardin avec BBQ et mobilier de jardin
🧼 Buanderie (2 machines à laver et 2 sèche-linge)
🅿 Stationnement facile dans la rue ou devant la maison

Chacune des 11 chambres comprend une salle de bains privative pour davantage de confort et d’intimité. Vous y trouverez un espace nuit aménagé (lit double, matelas, couette, oreiller), un bureau et un dressing. La salle de bains se compose d’une douche avec paroi vitrée, d’un meuble vasque, de WC et d’un sèche serviettes.

Le loyer (entre 665€ et 865 € selon la chambre) est ALL INCLUSIVE et comprend de nombreux services :
🔌 Eau, électricité, gaz
📡 Connexion internet (fibre)
🖋️ Assurance habitation
🧹 Ménage des parties communes toutes les semaines, entretien et maintenance
🎶 Abonnement Netflix
🎮 Console et jeux vidéos
🎙️ Animations avec la communauté KenavHome (livraison de repas à cuisiner, afterworks, sorties)
💬 Un interlocuteur à l’écoute, dédié et réactif pour vous faciliter le quotidien dans votre logement

Vous souhaitez vivre une expérience unique, alliant confort, intimité et convivialité, tout en faisant la rencontre d’une communauté de personnes provenant de tous horizons ?
N’hésitez pas à nous contacter ou à aller faire un tour sur notre site internet pour accéder à plus d’infos et faire une demande de réservation en ligne. Notre équipe vous recontacte dans les plus brefs délais pour vous proposer un échange en visio afin de faire le point sur votre besoin et vous proposer la chambre de vos rêves.

Infos pratiques :
- DPE réalisé le 16/05/2022 : C
- Bail individuel
- Logement éligible aux APL
- Aucun frais d’agence
- Dépôt de garantie égal à un mois de loyer charges comprises
- Préavis de départ : 1 mois

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www . georisques.gouv.fr."
"Propose chambre en colocation au cœur de Rennes - 12 chambres, 15m²","Locations immobilières
Rennes (35700)",Thibault Cartier,"{'Loyer': '600 €', 'Charges locatives': '165 €', 'Total par mois': '765 €'}",{},"Vivez la grande expérience du Coliving avec KenavHome !

Le Coliving, c’est un tout nouveau mode de vie en communauté, dans lequel on partage un lieu de vie comprenant des espaces communs tout équipés ainsi que de nombreuses prestations avec des personnes ouvertes et curieuses, aux profils diversifiés ; tout en profitant d’une chambre privative.

Venez poser vos valises dans une somptueuse maison située rue Lafond, à proximité du centre-ville de Rennes. Idéalement situé, à quelques minutes à pied des commerces et des transports en commun (bus et métro) notre Coliving propose 12 chambres indépendantes entièrement meublées et décorées avec goût disposant chacune d’une salle de bain privative.
Au niveau du cadre de vie, la maison de 350m², entièrement rénovée en 2021, dispose d’un grand jardin avec terrasse couverte et de nombreux espaces communs, spacieux et soigneusement meublés et décorés :

🛋 Magnifique séjour / salle à manger
👨‍🍳 Grande cuisine toute équipée (tout l’électroménager est doublé)
💪 Salle de sport avec machines de fitness/musculation
🎞 Salle de cinéma avec vidéoprojecteur et console de jeux
🏕 Jardin avec BBQ et mobilier de jardin
🧼 Buanderie (2 machines à laver et 2 sèche-linge)
🅿 Stationnement facile dans la rue ou devant la maison

Chacune des 12 chambres comprend une salle de bains privative pour davantage de confort et d’intimité. Vous y trouverez un espace nuit aménagé (lit double, matelas, couette, oreillers), un bureau et un dressing. La salle de bains se compose d’une douche avec paroi vitrée, d’un meuble vasque, de WC et d’un sèche serviettes.

Le loyer (entre 665€ et 865 € selon la chambre) est ALL INCLUSIVE et comprend de nombreux services :
🔌 Eau, électricité, gaz
📡 Connexion internet (fibre)
🖋️ Assurance habitation
🧹 Ménage des parties communes toutes les semaines, entretien et maintenance
🎶 Abonnement Netflix
🎮 Console et jeux vidéos
🎙️ Animations avec la communauté KenavHome (livraison de repas à cuisiner, afterworks, sorties)
💬 Un interlocuteur à l’écoute, dédié et réactif pour vous faciliter le quotidien dans votre logement

Vous souhaitez vivre une expérience unique, alliant confort, intimité et convivialité, tout en faisant la rencontre d’une communauté de personnes provenant de tous horizons ?
N’hésitez pas à nous contacter ou à aller faire un tour sur notre site internet pour accéder à plus d’infos et faire une demande de réservation en ligne. Notre équipe vous recontacte dans les plus brefs délais pour vous proposer un échange en visio afin de faire le point sur votre besoin et vous proposer la chambre de vos rêves.

Infos pratiques :
- DPE réalisé le 25/06/2023 : C
- Bail individuel
- Logement éligible aux APL
- Aucun frais d’agence
- Dépôt de garantie égal à un mois de loyer charges comprises
- Préavis de départ : 1 mois

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www . georisques.gouv.fr."
"Loue Chambres au mois à Barcelone, étudiants, stagiaires, jeunes travailleurs - 87m², Barcelona (08)","Locations immobilières
Barcelona (08012)",Véronique Moriceau,"{'Loyer': '580 €', 'Charges locatives': '60 €', 'Total par mois': '640 €'}",{},"Chers Gens de Confiance,
Propriétaire de cet appartement, je loue des chambres avec contrat directement à des étudiants, stagiaire ou jeunes travailleurs. Pas de frais d’agence.
Cet appartement est situé à Gracia, le quartier le plus prisé de Barcelone,tendance, eco-responsable et typique.
Cette Chambre double se trouve à proximité de la station de métro Fontana, tous les commerces sont proches.
Cet appartement comprend : un séjour, 4 chambres, une cuisine, une salle de bain et une cour intérieure de 4m² parfaite pour ranger ou ranger avec sèche linge.
L’appartement vient d’être rénové, il est composé de 4 chambres.
La caution est d’un mois, les factures sont incluses dans le prix forfaitaire de 60€."
"Loue Appartement 35m² avec terrasse - 1 chambre, Saint-Cast-le-Guildo (22)","Locations immobilières
Saint-Cast-le-Guildo (22380)",Laurence Volmier,"{'Loyer': '590 €', 'Charges locatives': '35 €', 'Total par mois': '625 €'}",{},"Chers Gens de Confiance, Situé au 34 Bd Vieuville à 50m de la plage et à proximité directe des commerces, je loue à compter du 1er mars 2024 mon appartement de 35m² qui se décompose d’une entrée, une salle de bain avec baignoire/douche, un casque et un sèche serviette, une chambre, une grande pièce de vie avec cuisine équipée. Un balcon terrasse de 5,5m² très bien exposé complète ce bien."
"Loue charmant appartement meublé, deux chambres - 63m², Paris 18ème","Locations immobilières
Paris (75018)",**** ******,"{'Loyer': '1\u202f900 €', 'Charges locatives': '0 €', 'Total par mois': '1\u202f900 €'}",{},"Chers Gens de Confiance,
Nous mettons en location notre charmant appartement parisien pour cause de mutation professionnelle.
Il s’agit d’un appartement de 64m² situé rue Boucry dans le quartier de l’Olive du 18ème arrondissement de Paris, métro Marx Dormoy (ligne 12) à 2 minutes à pieds du très agréable marché de l’Olive et de nombreux commerces. Très bien équipé et décoré avec goût et des matériaux de qualité, l’appartement se trouve au 1er étage (sans ascenseur). Spacieux et lumineux, il est idéal pour un couple avec ou sans enfant car il dispose d’une belle suite parentale ainsi que d’une autre chambre pouvant être utilisée comme bureau/chambre d’amis (c’est comme cela que nous l’avions aménagé). Seul appartement sur le palier, il est très calme et bien isolé. Les chambres donnent sur cour et sont très au calme. L’appartement a des finitions de qualité, ainsi que de jolis meubles en bois massif, le parquet est en pointe de Hongrie. Il comprend une entrée, un séjour spacieux et lumineux, une cuisine ouverte avec ilot central, entièrement équipée (Bouilloire,
Micro-onde, réfrigérateur, congélateur, lave-vaisselle, Bouilloire, plaques de cuisson -gaz-, grille-pain, machine à café, four) et tout le nécessaire pour cuisiner. Deux canapés entourent deux belles tables basse en marbre et bois, un coin repas avec une table pour dîner ou travailler. Le salon est équipé d’une SMART TV intégrée au mur.
Toilettes séparées. La literie est de très bonne qualité dans la grande chambre (160x190) qui s’ouvre sur une très belle salle-de-bain avec une baignoire blanche avec pieds patte de lion et également une douche à l’italienne. Lave-linge et sèche-linge sont disponibles ainsi qu’un large dressing. La seconde chambre dispose d’un canapé convertible en lit double (140x190), très confortable pour 2 personnes, elle dispose également d’un petit bureau escamotable. L’appartement est équipé du chauffage (Individuel électrique).
L’appartement est à louer dès maintenant en longue durée pour un loyer mensuel de 1900€/mois charges incluses.
Internet étant déjà connecté dans l’appartement il est possible de le louer également en supplément dans les charges.
Les visites ne pourront se faire que cette semaine ce jeudi 29/02 ou vendredi 01/03 Merci de me contacter uniquement si vous êtes vraiment intéressés et avec un dossier déjà prêt à me transmettre !
À bientôt !
Hélène"
"Loue chambre 13m² Val de Chézine, résidence privée arborée et sécurisée + parking, Tram 3 Saint-Herblain","Locations immobilières
Saint-Herblain (44800)",Frédéric Bourocher,"{'Loyer': '390 €', 'Charges locatives': '35 €', 'Total par mois': '425 €'}",{},"Coloc disponible le 26 Décembre OU le 1er janvier / Loyer CC 425€/ 1 mois de préavis

GRAND APPARTEMENT 6 PIÈCES de 82m² situé rue du Danube à Saint Herblain
Colocation de 3 chambres dans un quartier arboré, calme et une résidence sécurisée,
Parfaite pour étudiants ou jeunes pro. +Wifi fibre

🛌 LA CHAMBRE : Cette chambre est meublée d’un lit double et d’un grand placard de rangement, avec du parquet et des volets électriques. Vous bénéficiez d’un bureau et d’une porte avec un verrou.

🏠 LES ESPACES COMMUNS Le logement dispose d’une belle piece de vie, d’une cuisine de 25m² équipée d’une table, un meuble de rangement dédié, d’un réfrigérateur avec compartiment congélation, d’un four traditionnel, d’une plaque de cuisson avec des bruleurs gaz, d’une hotte aspirante, d’un four micro-onde, une cafetière, une bouillard, un grille-pain et d’une machine à laver. Vous pouvez aussi utiliser la machine à laver le linge.

Une salle de bain est également disponible et meublée d’une baignoire, d’un meuble vasque, d’un meuble de rangement compartimenté et d’un WC.

Enfin, un locale à vélo ainsi que des places de parking extérieures viennent compléter ce bien.

🌳 LES EXTÉRIEURS Vous avez accès à un grand jardin, espace arboré pour vous promener. La résidence est sécurisée avec des caméras et des portails électriques.

🏙️ LE QUARTIER Le bien se situe à proximité de nombreuses commodités : pharmacie, boulangerie, médecins sont très proches.

Vous avez aussi proche un supermarché Auchan, coiffeurs, banques, salle Basic Fit… Et le parc de Chézine.

Transport :
Tram ligne 3 proche : Angevinière, Terminus Marcel Paul
Ligne de bus quasi devant la résidence : 54, 59, C3

Bail individuel court ou long terme. Pas de caution solidaire vis-à-vis des autres locataires. Chacun est libre de partir quand il veut sans se soucier des autres dès le moment où il respecte un mois de préavis. Les charges : gaz (douches), électricité, chauffage copro, wifi fibre, assurance… Ménage.

Merci d’envoyer un texto pour tous renseignements et les visites"
"Loue appartement calme et lumineux, plein centre de Briançon - 24m² - 1 chambre, Cervières (05)","Locations immobilières
Cervières (05100)",**** ******,"{'Loyer': '600 €', 'Charges locatives': '0 €', 'Total par mois': '600 €'}",{},"Disponible à partir du 20 mars.
Joli appartement avec un lit double.
Très lumineux avec un balcon et vue sur les montagnes alentours.
Situé en plein centre ville au calme, proche du marché couvert, de la vieille ville et des remontées mécaniques.
Parking libre devant la résidence.
Cuisine équipée d’un four micro-onde et lave vaisselle.
Grande salle de bain avec un lave linge.
Non fumeur, pas d’animaux.
600€ TCC/mois"
Loue appartement meublé 72m² à Vincennes - 3 chambres,"Locations immobilières
Vincennes (94300)",**** ******,"{'Loyer': '1\u202f670 €', 'Charges locatives': '420 €', 'Total par mois': '2\u202f090 €'}",{},"Chers Gens de Confiance,
Nous louons cet appartement meublé type F4 proche toutes commodités (ligne 1, RER A, commerces) situé au 3ème étage avec ascenseur d’une copropriété familiale d’une dizaine de lots, bien entretenue et au calme.
• Il est composé de :
- une entrée avec grands placards ;
- un séjour lumineux donnant sur le jardin de la copropriété (petit canapé/table et chaises)  ;
- une cuisine aménagée (machine à laver, réfrigérateur, plaques et four)
- 3 chambres avec lits & armoires (dont deux avec balcon)  ;
- une salle de bain ;
- un WC séparé.

Le forfait de charges intègre le chauffage collectif et l’eau (froide et chaude)

Proximité centre ville et RER A à moins de 10 minutes.
Ligne 1 Berault 10 minutes,
15 minutes du bois,

Disponible à compter du 1er avril prochain"
"Propose chambre dans colocation, 103m² à Choisy-le-Roi (94)","Locations immobilières
Choisy-le-Roi (94600)",Pierre Legait,"{'Loyer': '419 €', 'Charges locatives': '100 €', 'Total par mois': '519 €'}",{},"Chers GDC,

La chambre n°5 sur le plan est libre dès maintenant. Je souhaite signer un bail ayant pour effet au plus tard le 27 mars.
Adresse : Résidence Rives de Seine, square Salvador Allende, Choisy le roi
Dans une résidence de standing dans l’hyper-centre ville, au 4ème étage avec ascenseur, colocation meublée comprenant 6 chambres dont 5 sont déjà occupées par des colocataires plutôt studieux/sérieux (une fille de 22 ans étudiante à l’UPEC en L2 commerce international, une 2nde fille de 18 ans en licence lettres modernes à la Sorbonne, une 3ème fille italienne étudiante de 20 ans à l’université de Créteil UPEC en licence en admin. Et échanges internat. Et deux garçons l’un informaticien de 28 ans reconverti dans l’écologie, le 2ème étudiant de 20 ans en double licence d’éco et droit à Paris 1 Panthéon-Sorbonne).
Loyer par chambre : 519€/mois toutes charges comprises (419 € + 100 € de charges = 519 €) et même l’assurance habitation est INCLUSE (OFFERTE) pour chaque colocataire.
1.Espaces et équipements individuels :
a.Chambre lumineuse 10m² orientée SUD, avec vue sur la Seine, parquet de qualité au sol et CALME avec bonne protection phonique (Fenêtres double vitrage, cloisons phoniques, bloc porte phonique)
B.Accès au balcon partagé avec une autre colocataire (la fille de 22 ans), avec une table et deux chaises
c.Grand Lit de 140 cm de large, couette et oreillers (1 oreiller haut, 1 oreiller bas)
D.Prêt de linge de lit gratuit sur demande
e.Bureau + chaise
f.Meuble de rangement type armoire penderie. Espaces de rangement supplémentaires dans le couloir et dans l’entrée. Double espace individuel range-chaussures dans l’entrée
g.Chaise pliante 5 positions
h.Porte de chambre avec serrure à clé
i.Volets et rideaux occultants
j.Box internet fibre optique et très bonne réception réseau mobile
k.TV sur application gratuite FREE smartphone/tablette et PC (les équipements smartphone/tablette et PC ne sont pas fournis)

2.Espaces communs, équipements et services :
a.Grand espace de vie dinatoire + entrée (12m² + 6m² voir plan joint), avec :
i.TV 80 cm
ii.Lave- vaisselle
iii.Four
iv.Micro-ondes
V.2 grands frigos avec congélo
vi.bouilloire, 4 machines à café (2 Senseo), grille-pain, mixeur, raclette, fondue, yaourtière
vii.Vide- ordures
B.4 pièces séparées :
i.Une salle de bains séparée avec baignoire
ii.Une salle d’eau séparée avec douche sans WC
iii.Une 1ère salle de WC séparée
iv.Une 2nde salle de WC séparée
C.2 buanderies séparées des 2 salles de bain/douche et des 2 WC :
I.2 lave-linges
Ii.2 sèche-linges
iii.Table et fer à repasser
d.Porte d’entrée d’appartement blindée
e.Gardien (réception de colis)
f.Une imprimante
G.3 vélos et 3 trottinettes à disposition des colocataires
h.Cave
i.Attention : PAS de salon supplémentaire avec canapé

3.Localisation  :
A.A 1 min à pied : Grand Supermarché Casino ouvert 7j/7 jusqu’à 20h30
B.A 3-4 mins à pied : Gare RER C de Choisy-le-roi (beaucoup de DIRECTS pour Paris : 6 mins de train → Paris)
C.A 2 mins à pied : Arrêts de bus 182, TVM, 393, 103 et N71. Les deux lignes de bus que sont le TVM et le 393 sont des lignes BHNS (bus à haut niveau de service, itinéraire en sites propres)
D.A 2 mins à pied : marché couvert et terrain multi-sports, foot et basket
E.A 3 mins à pied : centre commercial, nombreux fast-foods et commerces
F.A 500m : Intermarché ouvert 7j/7
G.A 500m : tramway T9 et bus N31, N133 et 185
H.A 600m : piscine, théatre et cinéma
I.A 3 arrêts de bus (393 ou TVM), ou à 6 mins en vélo : parc avec lacs, tennis, foot, rugby, aviron, canoé, voile
J.A 4 arrêts de bus (393 ou TVM)  : Gare RER D Pompadour
K.A 5 arrêts de bus (393 ou TVM)  : Thiais Village (Ikea décathlon action fnac)
L.A 6 arrêts de bus(TVM)  : Belle épine (157 boutiques et restos)

Bail individuel : loyer indépendant du nombre de colocataires.

Pas d’honoraires de location

Animaux interdits

Logement éligible APL, CAF – ALS

Dépôt de garantie : 800€"
Loue Studio de 33m² avec grand balcon terrasse - Le Perreux-sur-Marne (94),"Locations immobilières
Le Perreux-sur-Marne (94170)",Marine Millet,"{'Loyer': '1\u202f100 €', 'Charges locatives': '0 €', 'Total par mois': '1\u202f100 €'}",{},"Chers Gens de Confiance,
Je loue mon studio de 33m² ,meublé,très lumineux avec balcon de 6m² , grande cuisine, tout équipée et fonctionnelle, refait à neuf par une architecte. L’appartement se situe à 3min à pied du RER E Nogent le Perreux, de nombreux commerces sont présents aux alentours. Une cave et un parking complètent ce bien. N’hésitez pas à me contacter pour une vidéo complémentaire ou une visite !
2ème étage sans ascenseur.
Disponible à partir du 1er Mars
(Changement mobilier et déco à venir)"
